#162_in_post5_window	True	1.70038492706e-06	-5.76945275346
#17_in_post5_window	True	8.50196714472e-07	-6.07048057767
#1_in_post5_window	True	8.50196714472e-07	-6.07048057767
#8_in_post5_window	True	1.70038492706e-06	-5.76945275346
#9_in_post5_window	True	8.50196714472e-07	-6.07048057767
#_in_post5_window	True	1.87041491789e-05	-4.72806204236
#_in_pre5_window	True	0.000175138780295	-3.75661767914
#adenocarcinoma_in_pre5_window	True	3.40076135224e-06	-5.46842384353
#cauda_in_post5_window	True	8.50196714472e-07	-6.07048057767
#crack_in_post5_window	True	4.25094956483e-06	-5.37151404767
#lung_in_post5_window	True	1.95543373915e-05	-4.70875689575
#lung_in_pre5_window	True	8.50196714472e-07	-6.07048057767
#nsclc_in_post5_window	True	1.70038492706e-06	-5.76945275346
#nsclc_in_pre5_window	True	8.50196714472e-07	-6.07048057767
#onc_in_pre5_window	True	8.50196714472e-07	-6.07048057767
#pain_in_pre5_window	True	2.55057313965e-06	-5.59336221823
#pulm_in_post5_window	True	1.70038492706e-06	-5.76945275346
#rehab_in_post5_window	True	1.70038492706e-06	-5.76945275346
#spine_in_pre5_window	True	8.50196714472e-07	-6.07048057767
#stage_in_pre5_window	True	8.50196714472e-07	-6.07048057767
&_in_post5_window	True	1.19026434781e-05	-4.9243565747
&_in_pre5_window	True	4.08090427062e-05	-4.38924359274
000035_in_pre5_window	True	2.55057313965e-06	-5.59336221823
02_in_pre5_window	True	8.50196714472e-07	-6.07048057767
04_in_pre5_window	True	3.40076135224e-06	-5.46842384353
06<%end%>_in_pre5_window	True	8.50196714472e-07	-6.07048057767
06_in_pre5_window	True	1.70038492706e-06	-5.76945275346
07_in_post5_window	True	1.70038492706e-06	-5.76945275346
08_in_post5_window	True	1.70038492706e-06	-5.76945275346
08_in_pre5_window	True	8.50196714472e-07	-6.07048057767
09_in_post5_window	True	3.40076135224e-06	-5.46842384353
09_in_pre5_window	True	1.70038492706e-06	-5.76945275346
0_in_post5_window	True	1.61535845411e-05	-4.79173109106
0_in_pre5_window	True	8.50189062778e-06	-5.0704844863
100%_in_post5_window	True	3.40076135224e-06	-5.46842384353
10_in_post5_window	True	1.78539609663e-05	-4.74826541905
10_in_pre5_window	True	1.0202267053e-05	-4.99130331263
111_in_pre5_window	True	3.40076135224e-06	-5.46842384353
118_in_pre5_window	True	5.10113777742e-06	-5.29233294638
11<%end%>_in_pre5_window	True	8.50196714472e-07	-6.07048057767
11_in_post5_window	True	7.65170241519e-06	-5.1162419286
11_in_pre5_window	True	9.35207884037e-06	-5.02909184062
123_in_pre5_window	True	8.50196714472e-07	-6.07048057767
12_in_post5_window	True	2.29550902418e-05	-4.63912099558
12_in_pre5_window	True	1.95543373915e-05	-4.70875689575
13_in_post5_window	True	8.50189062778e-06	-5.0704844863
13_in_pre5_window	True	2.63558430922e-05	-4.57912308666
14_in_post5_window	True	7.65170241519e-06	-5.1162419286
14_in_pre5_window	True	3.40076135224e-06	-5.46842384353
150_in_post5_window	True	2.55057313965e-06	-5.59336221823
150_in_pre5_window	True	8.50196714472e-07	-6.07048057767
158_in_pre5_window	True	1.70038492706e-06	-5.76945275346
15_in_pre5_window	True	2.55057313965e-06	-5.59336221823
162_in_post5_window	True	8.50189062778e-06	-5.0704844863
162_in_pre5_window	True	1.19026434781e-05	-4.9243565747
165_in_post5_window	True	8.50196714472e-07	-6.07048057767
16_in_pre5_window	True	5.10113777742e-06	-5.29233294638
1710087549_in_pre5_window	True	8.50196714472e-07	-6.07048057767
1725_in_pre5_window	True	1.70038492706e-06	-5.76945275346
17_in_post5_window	True	8.50196714472e-07	-6.07048057767
17_in_pre5_window	True	1.27528316907e-05	-4.89439337201
18_in_post5_window	True	1.70038492706e-06	-5.76945275346
18_in_pre5_window	True	3.40076135224e-06	-5.46842384353
197_in_post5_window	True	5.10113777742e-06	-5.29233294638
1990_in_pre5_window	True	8.50196714472e-07	-6.07048057767
1996_in_post5_window	True	8.50196714472e-07	-6.07048057767
19_in_post5_window	True	3.40076135224e-06	-5.46842384353
19_in_pre5_window	True	5.10113777742e-06	-5.29233294638
1_in_post5_window	True	7.82173240602e-05	-4.10669704604
1_in_pre5_window	True	0.000145382192855	-3.8374887848
1a_in_post5_window	True	1.70038492706e-06	-5.76945275346
1b_in_post5_window	True	8.50196714472e-07	-6.07048057767
1b_in_pre5_window	True	8.50196714472e-07	-6.07048057767
1l_in_pre5_window	True	8.50196714472e-07	-6.07048057767
1st_in_post5_window	True	2.55057313965e-06	-5.59336221823
2002_in_pre5_window	True	5.10113777742e-06	-5.29233294638
2006_in_pre5_window	True	5.61124305328e-05	-4.25094091925
2007_in_post5_window	True	8.50189062778e-06	-5.0704844863
2007_in_pre5_window	True	1.0202267053e-05	-4.99130331263
2009_in_pre5_window	True	8.50196714472e-07	-6.07048057767
2010_in_post5_window	True	3.40076135224e-06	-5.46842384353
2010_in_pre5_window	True	1.36030199033e-05	-4.8663646665
2011_in_post5_window	True	2.55057313965e-06	-5.59336221823
2011_in_pre5_window	True	8.50189062778e-06	-5.0704844863
2012_in_post5_window	True	2.97565959425e-05	-4.52641675216
2012_in_pre5_window	True	4.25094191314e-05	-4.3715148294
2013_in_post5_window	True	4.67603601943e-05	-4.33012215213
2013_in_pre5_window	True	7.14158183594e-05	-4.14620558283
20_in_post5_window	True	2.55057313965e-06	-5.59336221823
20_in_pre5_window	True	1.70038492706e-06	-5.76945275346
2100_in_pre5_window	True	8.50196714472e-07	-6.07048057767
21_in_post5_window	True	8.50196714472e-07	-6.07048057767
21_in_pre5_window	True	2.89064077299e-05	-4.53900587581
21f_in_pre5_window	True	8.50196714472e-07	-6.07048057767
22_in_post5_window	True	8.50196714472e-07	-6.07048057767
22_in_pre5_window	True	5.10113777742e-06	-5.29233294638
235mg_in_pre5_window	True	1.70038492706e-06	-5.76945275346
23<%end%>_in_pre5_window	True	8.50196714472e-07	-6.07048057767
23_in_post5_window	True	5.95132599001e-06	-5.22538626016
23_in_pre5_window	True	5.10113777742e-06	-5.29233294638
24_in_post5_window	True	4.25094956483e-06	-5.37151404767
24_in_pre5_window	True	5.95132599001e-06	-5.22538626016
25_in_pre5_window	True	2.55057313965e-06	-5.59336221823
26_in_post5_window	True	1.70038492706e-06	-5.76945275346
26_in_pre5_window	True	6.8015142026e-06	-5.16739439073
279_in_pre5_window	True	8.50196714472e-07	-6.07048057767
27_in_pre5_window	True	1.70038492706e-06	-5.76945275346
28_in_post5_window	True	1.70038492706e-06	-5.76945275346
28_in_pre5_window	True	4.25094956483e-06	-5.37151404767
29_in_pre5_window	True	1.70038492706e-06	-5.76945275346
2_in_post5_window	True	0.000124977675753	-3.9031675563
2_in_pre5_window	True	0.000112224852564	-3.94991095648
2cm_in_post5_window	True	1.70038492706e-06	-5.76945275346
2cm_in_pre5_window	True	1.70038492706e-06	-5.76945275346
2l_in_pre5_window	True	8.50196714472e-07	-6.07048057767
2mm_in_post5_window	True	1.70038492706e-06	-5.76945275346
2n_in_post5_window	True	8.50196714472e-07	-6.07048057767
2nd_in_post5_window	True	1.70038492706e-06	-5.76945275346
30_in_post5_window	True	1.70038492706e-06	-5.76945275346
30_in_pre5_window	True	1.36030199033e-05	-4.8663646665
30mm_in_pre5_window	True	8.50196714472e-07	-6.07048057767
31_in_pre5_window	True	1.70038492706e-06	-5.76945275346
325_in_pre5_window	True	8.50196714472e-07	-6.07048057767
344_in_pre5_window	True	8.50196714472e-07	-6.07048057767
35<$>_in_pre5_window	True	8.50196714472e-07	-6.07048057767
360_in_pre5_window	True	8.50196714472e-07	-6.07048057767
3664_in_pre5_window	True	8.50196714472e-07	-6.07048057767
37_in_pre5_window	True	1.70038492706e-06	-5.76945275346
38_in_pre5_window	True	8.50196714472e-07	-6.07048057767
39_in_post5_window	True	1.70038492706e-06	-5.76945275346
3_in_post5_window	True	5.18614894699e-05	-4.28515501438
3_in_pre5_window	True	3.40075370055e-05	-4.46842482069
3a_in_post5_window	True	1.70038492706e-06	-5.76945275346
3m_in_pre5_window	True	8.50196714472e-07	-6.07048057767
40_in_post5_window	True	8.50196714472e-07	-6.07048057767
40_in_pre5_window	True	1.70038492706e-06	-5.76945275346
42_in_pre5_window	True	1.70038492706e-06	-5.76945275346
44_in_pre5_window	True	2.55057313965e-06	-5.59336221823
